Source,Title,URL,Annotation,,
Gizmodo.com,"New Marvel Book Designates MCU as Earth-616, Creating More Multiversal Headaches",https://gizmodo.com/mcu-timeline-earth-616-vs-earth-199999-confirmed-marvel-1850972538,1,,
ComingSoon.net,The Marvels Director Began a New Movie During MCU Sequel’s Postproduction,https://www.comingsoon.net/movies/news/1386167-the-marvels-director-began-a-new-movie-during-mcu-sequels-postproduction,4,,
NPR,Scream time: Has your kid been frightened by a horror movie trailer? Five nights ,https://www.npr.org/2023/10/30/1209466841/screen-time-kids-horror-movie,7,"Five nights, not in title (added for selection later)",
Deadline,Premiere Entertainment Boards Comedy ‘Plan B’ Starring Emmy Winner Jamie Lee & Jon Heder — AFM,https://deadline.com/2023/10/premiere-entertainment-plan-b-jamie-lee-jon-heder-afm-1235586890/,0,,
Just Jared,"The Richest 'Hunger Games' Stars, Ranked By Their Net Worth - The Top Earner is Worth $160 Million",https://www.justjared.com/2023/11/02/the-richest-hunger-games-stars-ranked-by-their-net-worth-the-top-earner-is-worth-160-million/,3,,
Deadline,"Vanessa Kirby & Sydney Sweeney Join Jude Law, Ana De Armas & Daniel Bruhl In Ron Howard’s Renamed Survival Thriller ‘Eden’ Ahead Of November Shoot; Hans Zimmer To Score For Imagine & AGC — AFM",https://deadline.com/2023/10/sydney-sweeney-vanessa-kirby-hans-zimmer-join-jude-law-ana-de-armas-ron-howard-eden-movie-australia-1235587009/,0,,
CBM (Comic Book Movie),New THE HUNGER GAMES: THE BALLAD OF THE SONGBIRDS AND SNAKES Clips See Lucy Gray Get Her Revenge,https://comicbookmovie.com/fantasy/new-the-hunger-games-the-ballad-of-the-songbirds-and-snakes-clips-see-lucy-gray-get-her-revenge-a207523,7,,
Just Jared,"Jennifer Lawrence is Likely Done With Her 'Hunger Games' Character, According to Franchise Producer & Director",https://www.justjared.com/2023/11/02/jennifer-lawrence-is-likely-done-with-her-hunger-games-character-according-to-franchise-producer-director/,3,,
Just Jared,'Hunger Games' Prequel Cast Takes Over Times Square for First Appearance Together Since Receiving SAG-AFTRA Interim Agreement,https://www.justjared.com/2023/11/02/hunger-games-prequel-cast-takes-over-times-square-for-first-appearance-together-since-receiving-sag-aftra-interim-agreement/,7,,
CBM (Comic Book Movie),THE MARVELS Beats AQUAMAN AND THE LOST KINGDOM To Be Named Fandango's Most Anticipated Holiday Movie,https://comicbookmovie.com/captain-marvel/the-marvels/the-marvels-beats-aquaman-and-the-lost-kingdom-to-be-named-fandangos-most-anticipated-holiday-movie-a207541,6,,
ComingSoon.net,Peacock November 2023 Schedule: New TV Shows & Movies Lineup,https://www.comingsoon.net/guides/news/1382910-peacock-november-2023-schedule-new-tv-shows-movies-lineup-release-dates,1,,
Forbes,What Is A SAG-AFTRA Interim Agreement? How Does It Work?,https://www.forbes.com/sites/tonifitzgerald/2023/11/01/what-is-a-sag-aftra-interim-agreement-how-does-it-work/,0,,
Forbes,‘Five Nights At Freddy’s’ Earns Third-Best Horror Movie Opening Weekend Of All Time—Here Are The Top Ten,https://www.forbes.com/sites/conormurray/2023/10/30/five-nights-at-freddys-earns-third-best-horror-movie-opening-weekend-of-all-time-here-are-the-top-ten/,1,,
GameSpot,Marvel Studios Might Bring Back Robert Downey Jr. And Scarlett Johansson For New Avengers Movie - Report,https://www.gamespot.com/articles/marvel-studios-might-bring-back-robert-downey-jr-and-scarlett-johansson-for-new-avengers-movie-report/1100-6518811/,3,,
JoBlo.com,"Imaginary: Jeff Wadlow’s Blumhouse horror film gets a new release date, trailer is in theatres",https://www.joblo.com/imaginary-new-release/,0,,
Gizmodo.com,The Marvels' Blazing Final Trailer Is Here,https://gizmodo.com/marvels-final-trailer-mcu-brie-larson-captain-marvel-1850995367,7,,
Gizmodo.com,Nia DaCosta Explains Why She Finished The Marvels Remotely,https://gizmodo.com/nia-dacosta-captain-marvel-2-production-controversy-1850995316,4,,
The A.V. Club,"Five Nights At Freddy's ""wins"" the box office again",https://www.avclub.com/five-nights-at-freddys-wins-the-box-office-again-1850993769,2,,
Ars Technica,Final trailer for The Marvels recalls past Avengers as a new threat looms,https://arstechnica.com/culture/2023/11/final-trailer-for-the-marvels-recalls-past-avengers-as-a-new-threat-looms/,7,,
/FILM,Five Nights At Freddy's Fell Hard At The Box Office – Was The Peacock Release A Mistake?,https://www.slashfilm.com/1439495/five-nights-at-freddys-fall-box-office-peacock-release/,2,,
/FILM,One Twilight Zone Episode Harnessed The Same Horror As Five Nights At Freddy's,https://www.slashfilm.com/1436291/the-twilight-zone-five-nights-at-freddys-the-after-hours/,6,,
/FILM,Five Nights At Freddy's Falls Hard At The Box Office With 78% Drop In Second Weekend,https://www.slashfilm.com/1438575/five-nights-at-freddys-second-weekend-box-office-drop/,2,,
/FILM,Five Nights At Freddy's Director Was Frightened By Freddy In A Very Real Way On Set,https://www.slashfilm.com/1432853/five-nights-at-freddys-movie-director-on-set-scare/,3,,
/FILM,From Five Nights At Freddy's To The Last Of Us: The Video Game Curse Has Lifted,https://www.slashfilm.com/1434312/five-nights-at-freddys-the-last-of-us-video-game-curse-has-lifted/,6,,
Polygon,What to catch up on before you see The Marvels,https://www.polygon.com/23951009/marvels-what-to-watch-catch-up-secret-invasion,1,,
Pitchfork,Olivia Rodrigo Shares New Song “Can’t Catch Me Now”: Listen,https://pitchfork.com/news/olivia-rodrigo-shares-new-song-cant-catch-me-now-listen/,0,,
Digital Trends,The Marvels just might be the MCU’s first huge box office disaster,https://www.digitaltrends.com/movies/the-marvels-mcu-first-box-office-bomb/,2,,
Gizmodo.com,The Marvels' Nia DaCosta Explains Why She Made a Family-Powered Movie,https://gizmodo.com/interview-nia-dacosta-the-marvels-centers-family-mcu-1850996502,3,,
Digital Trends,Is Marvel (finally) going to introduce the X-Men into the MCU in The Marvels?,https://www.digitaltrends.com/movies/the-marvels-x-men-intro-in-the-mcu-teased/,5,,
Gizmodo.com,"The Marvels' First Reactions Are Here, and All Over the Place",https://gizmodo.com/the-marvels-critic-reactions-reviews-mcu-brie-larson-1850996175,5,,
GameSpot,The Marvels Director Nia DaCosta Explains Finishing The Movie Remotely,https://www.gamespot.com/articles/the-marvels-director-nia-dacosta-explains-finishing-the-movie-remotely/1100-6518972/,4,,
The A.V. Club,The Marvels review: The MCU does battle with itself,https://www.avclub.com/the-marvels-film-review-mcu-brie-larson-1851001733,5,,
Screen Rant,10 Best Movies Like Five Nights At Freddy's,https://screenrant.com/movies-like-five-nights-at-freddys-watch/,1,,
GameSpot,The Marvels Post-Credits Sequence Leaked--Massive Spoilers,https://www.gamespot.com/articles/the-marvels-post-credits-sequence-leaked-massive-spoilers/1100-6519013/,0,Spoilers? Not trailer ,
Screen Rant,"Five Nights At Freddy's ""I Always Come Back"" Line Explained",https://screenrant.com/five-nights-at-freddys-william-afton-always-come-back-future/,5,,
The A.V. Club,The Marvels: what to watch before the new MCU movie,https://www.avclub.com/the-marvels-what-to-watch-before-the-new-mcu-movie-1851000708,1,,
Business Insider,Bob Iger admits Disney's movies aren't all that good anymore,https://www.businessinsider.com/bob-iger-admits-disney-movies-have-been-bad-2023-11,0,,
Stereogum,Olivia Rodrigo – “Can’t Catch Me Now”,https://www.stereogum.com/2241326/olivia-rodrigo-cant-catch-me-now/music/,0,,
Screen Rant,6 Five Nights At Freddy's Sequels & Spinoffs The Movie Sets Up,https://screenrant.com/five-nights-at-freddys-sequels-spinoffs-setup/,2,,
Screen Rant,Five Nights At Freddy's Breaks Major Horror Movie Box Office Record Of 2023,https://screenrant.com/five-nights-at-freddys-top-2023-horror-box-office/,2,,
